"order_id","order_date","product_name","category_name","quantity","sale_amount","ship_country"
10258,1996-07-17,Chef Anton's Gumbo Mix,Condiments,65,1105.0,Austria
10258,1996-07-17,Mascarpone Fabioli,Dairy Products,6,153.60000228881836,Austria
10259,1996-07-18,Sir Rodney's Scones,Confections,10,80.0,Mexico
10259,1996-07-18,Gravad lax,Seafood,1,20.799999237060547,Mexico
10260,1996-07-19,Jack's New England Clam Chowder,Seafood,16,123.19999694824219,Germany
10260,1996-07-19,Ravioli Angelo,Grains/Cereals,50,780.0000190734863,Germany
10260,1996-07-19,Tarte au sucre,Confections,15,591.0000228881836,Germany
10260,1996-07-19,Outback Lager,Beverages,21,252.0,Germany
10261,1996-07-19,Sir Rodney's Scones,Confections,20,160.0,Brazil
10261,1996-07-19,Steeleye Stout,Beverages,20,287.99999237060547,Brazil
10262,1996-07-22,Chef Anton's Gumbo Mix,Condiments,12,204.0,USA
10262,1996-07-22,Uncle Bob's Organic Dried Pears,Produce,15,360.0,USA
10262,1996-07-22,Gnocchi di nonna Alice,Grains/Cereals,2,60.79999923706055,USA
10263,1996-07-23,Pavlova,Confections,60,833.9999771118164,Austria
10263,1996-07-23,Guaraná Fantástica,Beverages,28,100.79999732971191,Austria
10263,1996-07-23,Nord-Ost Matjeshering,Seafood,60,1242.0000457763672,Austria
10263,1996-07-23,Longlife Tofu,Produce,36,288.0,Austria
10264,1996-07-24,Chang,Beverages,35,531.9999933242798,Sweden
10264,1996-07-24,Jack's New England Clam Chowder,Seafood,25,192.49999523162842,Sweden
10265,1996-07-25,Alice Mutton,Meat/Poultry,30,936.0000228881836,France
10265,1996-07-25,Outback Lager,Beverages,20,240.0,France
10266,1996-07-26,Queso Manchego La Pastora,Dairy Products,12,364.7999954223633,Finland
10267,1996-07-29,Boston Crab Meat,Seafood,50,734.9999904632568,Germany
10267,1996-07-29,Raclette Courdavault,Dairy Products,70,3080.0,Germany
10267,1996-07-29,Lakkalikööri,Beverages,15,215.9999942779541,Germany
10268,1996-07-30,Thüringer Rostbratwurst,Meat/Poultry,10,990.0,Venezuela
10268,1996-07-30,Mozzarella di Giovanni,Dairy Products,4,111.19999694824219,Venezuela
10269,1996-07-31,Geitost,Dairy Products,60,120.0,USA
10269,1996-07-31,Mozzarella di Giovanni,Dairy Products,20,555.9999847412109,USA
10270,1996-08-01,Inlagd Sill,Seafood,30,455.9999942779541,Finland
10270,1996-08-01,Ipoh Coffee,Beverages,25,919.9999809265137,Finland
10271,1996-08-01,Geitost,Dairy Products,24,48.0,USA
10272,1996-08-02,Sir Rodney's Marmalade,Confections,6,388.8000183105469,USA
10272,1996-08-02,Gorgonzola Telino,Dairy Products,40,400.0,USA
10272,1996-08-02,Mozzarella di Giovanni,Dairy Products,24,667.1999816894531,USA
10273,1996-08-05,Ikura,Seafood,24,595.1999816894531,Germany
10273,1996-08-05,Gorgonzola Telino,Dairy Products,15,150.0,Germany
10273,1996-08-05,Geitost,Dairy Products,20,40.0,Germany
10273,1996-08-05,Boston Crab Meat,Seafood,60,881.9999885559082,Germany
10273,1996-08-05,Lakkalikööri,Beverages,33,475.199987411499,Germany
10274,1996-08-06,Flotemysost,Dairy Products,20,344.00001525878906,France
10274,1996-08-06,Mozzarella di Giovanni,Dairy Products,7,194.59999465942383,France
10275,1996-08-07,Guaraná Fantástica,Beverages,12,43.19999885559082,Italy
10275,1996-08-07,Raclette Courdavault,Dairy Products,6,264.0,Italy
10276,1996-08-08,Ikura,Seafood,15,371.9999885559082,Mexico
10276,1996-08-08,Konbu,Seafood,10,48.00000190734863,Mexico
10277,1996-08-09,Rössle Sauerkraut,Produce,20,728.0000305175781,Germany
10277,1996-08-09,Tarte au sucre,Confections,12,472.8000183105469,Germany
10278,1996-08-12,Gula Malacca,Condiments,16,248.0,Sweden
10278,1996-08-12,Raclette Courdavault,Dairy Products,15,660.0,Sweden
10278,1996-08-12,Vegie-spread,Condiments,8,280.79998779296875,Sweden
10278,1996-08-12,Röd Kaviar,Seafood,25,300.0,Sweden
10279,1996-08-13,Alice Mutton,Meat/Poultry,15,468.0000114440918,Germany
10280,1996-08-14,Guaraná Fantástica,Beverages,12,43.19999885559082,Sweden
10280,1996-08-14,Pâté chinois,Meat/Poultry,20,384.00001525878906,Sweden
10280,1996-08-14,Rhönbräu Klosterbier,Beverages,30,185.9999942779541,Sweden
10281,1996-08-14,Teatime Chocolate Biscuits,Confections,1,7.300000190734863,Spain
10281,1996-08-14,Guaraná Fantástica,Beverages,6,21.59999942779541,Spain
10281,1996-08-14,Steeleye Stout,Beverages,4,57.599998474121094,Spain
10282,1996-08-15,Nord-Ost Matjeshering,Seafood,6,124.20000457763672,Spain
10282,1996-08-15,Ravioli Angelo,Grains/Cereals,2,31.200000762939453,Spain
10283,1996-08-16,Genen Shouyu,Condiments,20,247.99999237060547,Venezuela
10283,1996-08-16,Teatime Chocolate Biscuits,Confections,18,131.40000343322754,Venezuela
10283,1996-08-16,Camembert Pierrot,Dairy Products,35,952.0000267028809,Venezuela
10283,1996-08-16,Mozzarella di Giovanni,Dairy Products,3,83.39999771118164,Venezuela
10284,1996-08-19,Schoggi Schokolade,Confections,15,526.4999771118164,Germany
10284,1996-08-19,Gula Malacca,Condiments,21,325.5,Germany
10284,1996-08-19,Camembert Pierrot,Dairy Products,20,544.0000152587891,Germany
10284,1996-08-19,Laughing Lumberjack Lager,Beverages,5,55.999999046325684,Germany
10285,1996-08-20,Chai,Beverages,45,647.9999828338623,Germany
10285,1996-08-20,Boston Crab Meat,Seafood,40,587.9999923706055,Germany
10285,1996-08-20,Perth Pasties,Meat/Poultry,36,943.2000274658203,Germany
10286,1996-08-21,Steeleye Stout,Beverages,100,1439.9999618530273,Germany
10286,1996-08-21,Tarte au sucre,Confections,40,1576.0000610351562,Germany
10287,1996-08-22,Pavlova,Confections,40,555.9999847412109,Brazil
10287,1996-08-22,Sasquatch Ale,Beverages,20,223.99999618530273,Brazil
10287,1996-08-22,Spegesild,Seafood,15,144.0000057220459,Brazil
10288,1996-08-23,Tourtière,Meat/Poultry,10,59.000000953674316,Italy
10288,1996-08-23,Scottish Longbreads,Confections,3,30.0,Italy
10289,1996-08-26,Aniseed Syrup,Condiments,30,240.0,UK
10289,1996-08-26,Wimmers gute Semmelknödel,Grains/Cereals,9,239.40000343322754,UK
10290,1996-08-27,Chef Anton's Gumbo Mix,Condiments,20,340.0,Brazil
10290,1996-08-27,Thüringer Rostbratwurst,Meat/Poultry,15,1485.0,Brazil
10290,1996-08-27,Maxilaku,Confections,15,240.0,Brazil
10290,1996-08-27,Original Frankfurter grüne Soße,Condiments,10,103.99999618530273,Brazil
10291,1996-08-27,Konbu,Seafood,20,96.00000381469727,Brazil
10291,1996-08-27,Gula Malacca,Condiments,24,372.0,Brazil
10291,1996-08-27,Manjimup Dried Apples,Produce,2,84.80000305175781,Brazil
10292,1996-08-28,Sir Rodney's Marmalade,Confections,20,1296.0000610351562,Brazil
10293,1996-08-29,Carnarvon Tigers,Seafood,12,600.0,Mexico
10293,1996-08-29,Guaraná Fantástica,Beverages,10,35.999999046325684,Mexico
10293,1996-08-29,Vegie-spread,Condiments,5,175.49999237060547,Mexico
10293,1996-08-29,Rhönbräu Klosterbier,Beverages,6,37.19999885559082,Mexico
10294,1996-08-30,Chai,Beverages,18,259.1999931335449,USA
10294,1996-08-30,Alice Mutton,Meat/Poultry,15,468.0000114440918,USA
10294,1996-08-30,Ipoh Coffee,Beverages,15,551.9999885559082,USA
10294,1996-08-30,Camembert Pierrot,Dairy Products,21,571.2000160217285,USA
10294,1996-08-30,Rhönbräu Klosterbier,Beverages,6,37.19999885559082,USA
10295,1996-09-02,Gnocchi di nonna Alice,Grains/Cereals,4,121.5999984741211,France
10296,1996-09-03,Queso Cabrales,Dairy Products,12,201.59999084472656,Venezuela
10296,1996-09-03,Pavlova,Confections,30,416.9999885559082,Venezuela
10296,1996-09-03,Gudbrandsdalsost,Dairy Products,15,431.9999885559082,Venezuela
10297,1996-09-04,Chartreuse verte,Beverages,60,863.9999771118164,France
10297,1996-09-04,Mozzarella di Giovanni,Dairy Products,20,555.9999847412109,France
10298,1996-09-05,Chang,Beverages,40,607.9999923706055,Ireland
10298,1996-09-05,Inlagd Sill,Seafood,40,607.9999923706055,Ireland
10298,1996-09-05,Raclette Courdavault,Dairy Products,30,1320.0,Ireland
10298,1996-09-05,Tarte au sucre,Confections,15,591.0000228881836,Ireland
10299,1996-09-06,Teatime Chocolate Biscuits,Confections,15,109.50000286102295,Brazil
10299,1996-09-06,Outback Lager,Beverages,20,240.0,Brazil
10300,1996-09-09,Louisiana Hot Spiced Okra,Condiments,30,408.0000114440918,Italy
10300,1996-09-09,Scottish Longbreads,Confections,20,200.0,Italy
10301,1996-09-09,Boston Crab Meat,Seafood,10,146.99999809265137,Germany
10301,1996-09-09,Gnocchi di nonna Alice,Grains/Cereals,20,607.9999923706055,Germany
10302,1996-09-10,Alice Mutton,Meat/Poultry,40,1248.0000305175781,Belgium
10302,1996-09-10,Rössle Sauerkraut,Produce,28,1019.2000427246094,Belgium
10302,1996-09-10,Ipoh Coffee,Beverages,12,441.59999084472656,Belgium
10303,1996-09-11,Boston Crab Meat,Seafood,40,587.9999923706055,Spain
10303,1996-09-11,Louisiana Fiery Hot Pepper Sauce,Condiments,30,503.9999771118164,Spain
10303,1996-09-11,Scottish Longbreads,Confections,15,150.0,Spain
10304,1996-09-12,Maxilaku,Confections,30,480.0,Mexico
10304,1996-09-12,Raclette Courdavault,Dairy Products,10,440.0,Mexico
10304,1996-09-12,Flotemysost,Dairy Products,2,34.400001525878906,Mexico
10305,1996-09-13,Carnarvon Tigers,Seafood,25,1250.0,USA
10305,1996-09-13,Thüringer Rostbratwurst,Meat/Poultry,25,2475.0,USA
10305,1996-09-13,Chartreuse verte,Beverages,30,431.9999885559082,USA
10306,1996-09-16,Nord-Ost Matjeshering,Seafood,10,207.00000762939453,Spain
10306,1996-09-16,Perth Pasties,Meat/Poultry,10,262.00000762939453,Spain
10306,1996-09-16,Tourtière,Meat/Poultry,5,29.500000476837158,Spain
10307,1996-09-17,Tarte au sucre,Confections,10,394.00001525878906,USA
10307,1996-09-17,Scottish Longbreads,Confections,3,30.0,USA
10308,1996-09-18,Gudbrandsdalsost,Dairy Products,1,28.799999237060547,Mexico
10308,1996-09-18,Outback Lager,Beverages,5,60.0,Mexico
10309,1996-09-19,Chef Anton's Cajun Seasoning,Condiments,20,352.00000762939453,Ireland
10309,1996-09-19,Grandma's Boysenberry Spread,Condiments,30,600.0,Ireland
10309,1996-09-19,Singaporean Hokkien Fried Mee,Grains/Cereals,2,22.399999618530273,Ireland
10309,1996-09-19,Ipoh Coffee,Beverages,20,735.9999847412109,Ireland
10309,1996-09-19,Flotemysost,Dairy Products,3,51.60000228881836,Ireland
10310,1996-09-20,Pavlova,Confections,10,138.99999618530273,USA
10310,1996-09-20,Tarte au sucre,Confections,5,197.00000762939453,USA
10311,1996-09-20,Singaporean Hokkien Fried Mee,Grains/Cereals,6,67.19999885559082,France
10311,1996-09-20,Gudbrandsdalsost,Dairy Products,7,201.59999465942383,France
10312,1996-09-23,Rössle Sauerkraut,Produce,4,145.60000610351562,Germany
10312,1996-09-23,Ipoh Coffee,Beverages,24,883.1999816894531,Germany
10312,1996-09-23,Perth Pasties,Meat/Poultry,20,524.0000152587891,Germany
10312,1996-09-23,Rhönbräu Klosterbier,Beverages,10,61.99999809265137,Germany
10313,1996-09-24,Inlagd Sill,Seafood,12,182.39999771118164,Germany
10314,1996-09-25,Mascarpone Fabioli,Dairy Products,40,1024.000015258789,USA
10314,1996-09-25,Escargots de Bourgogne,Seafood,30,318.0000114440918,USA
10314,1996-09-25,Tarte au sucre,Confections,25,985.0000381469727,USA
10315,1996-09-26,Sasquatch Ale,Beverages,14,156.7999973297119,UK
10315,1996-09-26,Outback Lager,Beverages,30,360.0,UK
10316,1996-09-27,Jack's New England Clam Chowder,Seafood,10,76.99999809265137,USA
10316,1996-09-27,Tarte au sucre,Confections,70,2758.0001068115234,USA
10317,1996-09-30,Chai,Beverages,20,287.99999237060547,USA
10318,1996-10-01,Jack's New England Clam Chowder,Seafood,20,153.99999618530273,UK
10318,1996-10-01,Lakkalikööri,Beverages,6,86.39999771118164,UK
10319,1996-10-02,Alice Mutton,Meat/Poultry,8,249.60000610351562,Mexico
10319,1996-10-02,Rössle Sauerkraut,Produce,14,509.6000213623047,Mexico
10319,1996-10-02,Lakkalikööri,Beverages,30,431.9999885559082,Mexico
10320,1996-10-03,Flotemysost,Dairy Products,30,516.0000228881836,Finland
10321,1996-10-03,Steeleye Stout,Beverages,10,143.99999618530273,UK
10322,1996-10-04,Filo Mix,Grains/Cereals,20,111.99999809265137,Mexico
10323,1996-10-07,Genen Shouyu,Condiments,5,61.99999809265137,Germany
10323,1996-10-07,NuNuCa Nuß-Nougat-Creme,Confections,4,44.79999923706055,Germany
10323,1996-10-07,Chartreuse verte,Beverages,4,57.599998474121094,Germany
10324,1996-10-08,Pavlova,Confections,21,291.89999198913574,USA
10324,1996-10-08,Steeleye Stout,Beverages,70,1007.9999732971191,USA
10324,1996-10-08,Spegesild,Seafood,30,288.0000114440918,USA
10324,1996-10-08,Raclette Courdavault,Dairy Products,40,1760.0,USA
10324,1996-10-08,Vegie-spread,Condiments,80,2807.9998779296875,USA
10325,1996-10-09,Grandma's Boysenberry Spread,Condiments,6,120.0,Germany
10325,1996-10-09,Konbu,Seafood,12,57.60000228881836,Germany
10325,1996-10-09,Tofu,Produce,9,167.40000343322754,Germany
10325,1996-10-09,Gorgonzola Telino,Dairy Products,4,40.0,Germany
10325,1996-10-09,Mozzarella di Giovanni,Dairy Products,40,1111.9999694824219,Germany
10326,1996-10-10,Chef Anton's Cajun Seasoning,Condiments,24,422.40000915527344,Spain
10326,1996-10-10,Ravioli Angelo,Grains/Cereals,16,249.60000610351562,Spain
10326,1996-10-10,Rhönbräu Klosterbier,Beverages,50,309.99999046325684,Spain
10327,1996-10-11,Chang,Beverages,25,379.9999952316284,Sweden
10327,1996-10-11,Queso Cabrales,Dairy Products,50,839.9999618530273,Sweden
10327,1996-10-11,Nord-Ost Matjeshering,Seafood,35,724.5000267028809,Sweden
10327,1996-10-11,Escargots de Bourgogne,Seafood,30,318.0000114440918,Sweden
10328,1996-10-14,Raclette Courdavault,Dairy Products,9,396.0,Portugal
10328,1996-10-14,Louisiana Fiery Hot Pepper Sauce,Condiments,40,671.9999694824219,Portugal
10328,1996-10-14,Scottish Longbreads,Confections,10,100.0,Portugal
10329,1996-10-15,Teatime Chocolate Biscuits,Confections,10,73.00000190734863,USA
10329,1996-10-15,Nord-Ost Matjeshering,Seafood,8,165.60000610351562,USA
10329,1996-10-15,Côte de Blaye,Beverages,20,4216.000061035156,USA
10329,1996-10-15,Gnocchi di nonna Alice,Grains/Cereals,12,364.7999954223633,USA
10330,1996-10-16,Gumbär Gummibärchen,Confections,50,1244.9999809265137,Venezuela
10330,1996-10-16,Mozzarella di Giovanni,Dairy Products,25,694.9999809265137,Venezuela
10331,1996-10-16,Tourtière,Meat/Poultry,15,88.50000143051147,France
10332,1996-10-17,Carnarvon Tigers,Seafood,40,2000.0,Canada
10332,1996-10-17,Singaporean Hokkien Fried Mee,Grains/Cereals,10,111.99999809265137,Canada
10332,1996-10-17,Zaanse koeken,Confections,16,121.5999984741211,Canada
10333,1996-10-18,Tofu,Produce,10,186.00000381469727,Finland
10333,1996-10-18,Sir Rodney's Scones,Confections,10,80.0,Finland
10333,1996-10-18,Flotemysost,Dairy Products,40,688.0000305175781,Finland
10334,1996-10-21,Filo Mix,Grains/Cereals,8,44.79999923706055,France
10334,1996-10-21,Scottish Longbreads,Confections,10,100.0,France
10335,1996-10-22,Chang,Beverages,7,106.39999866485596,Ireland
10335,1996-10-22,Gorgonzola Telino,Dairy Products,25,250.0,Ireland
10335,1996-10-22,Mascarpone Fabioli,Dairy Products,6,153.60000228881836,Ireland
10335,1996-10-22,Manjimup Dried Apples,Produce,48,2035.2000732421875,Ireland
10336,1996-10-23,Chef Anton's Cajun Seasoning,Condiments,18,316.8000068664551,Portugal
10337,1996-10-24,Tunnbröd,Grains/Cereals,40,287.99999237060547,Germany
10337,1996-10-24,Gumbär Gummibärchen,Confections,24,597.5999908447266,Germany
10337,1996-10-24,Inlagd Sill,Seafood,20,303.99999618530273,Germany
10337,1996-10-24,Gravad lax,Seafood,28,582.3999786376953,Germany
10337,1996-10-24,Mozzarella di Giovanni,Dairy Products,25,694.9999809265137,Germany
10338,1996-10-25,Alice Mutton,Meat/Poultry,20,624.0000152587891,USA
10338,1996-10-25,Nord-Ost Matjeshering,Seafood,15,310.5000114440918,USA
10339,1996-10-28,Chef Anton's Cajun Seasoning,Condiments,10,176.00000381469727,Canada
10339,1996-10-28,Alice Mutton,Meat/Poultry,70,2184.0000534057617,Canada
10339,1996-10-28,Tarte au sucre,Confections,28,1103.2000427246094,Canada
10340,1996-10-29,Carnarvon Tigers,Seafood,20,1000.0,France
10340,1996-10-29,Jack's New England Clam Chowder,Seafood,12,92.39999771118164,France
10340,1996-10-29,Ipoh Coffee,Beverages,40,1471.9999694824219,France
10341,1996-10-29,Geitost,Dairy Products,8,16.0,Denmark
10341,1996-10-29,Raclette Courdavault,Dairy Products,9,396.0,Denmark
10342,1996-10-30,Chang,Beverages,24,364.7999954223633,Germany
10342,1996-10-30,Gorgonzola Telino,Dairy Products,56,560.0,Germany
10342,1996-10-30,Inlagd Sill,Seafood,40,607.9999923706055,Germany
10342,1996-10-30,Pâté chinois,Meat/Poultry,40,768.0000305175781,Germany
10343,1996-10-31,Wimmers gute Semmelknödel,Grains/Cereals,50,1330.0000190734863,Germany
10343,1996-10-31,Scottish Longbreads,Confections,4,40.0,Germany
10343,1996-10-31,Lakkalikööri,Beverages,15,215.9999942779541,Germany
10344,1996-11-01,Chef Anton's Cajun Seasoning,Condiments,35,616.0000133514404,USA
10344,1996-11-01,Northwoods Cranberry Sauce,Condiments,70,2240.0,USA
10345,1996-11-04,Northwoods Cranberry Sauce,Condiments,70,2240.0,Germany
10345,1996-11-04,Teatime Chocolate Biscuits,Confections,80,584.0000152587891,Germany
10345,1996-11-04,Singaporean Hokkien Fried Mee,Grains/Cereals,9,100.79999828338623,Germany
10346,1996-11-05,Alice Mutton,Meat/Poultry,36,1123.2000274658203,USA
10346,1996-11-05,Gnocchi di nonna Alice,Grains/Cereals,20,607.9999923706055,USA
10347,1996-11-06,NuNuCa Nuß-Nougat-Creme,Confections,10,111.99999809265137,Brazil
10347,1996-11-06,Chartreuse verte,Beverages,50,719.9999809265137,Brazil
10347,1996-11-06,Boston Crab Meat,Seafood,4,58.79999923706055,Brazil
10347,1996-11-06,Rhönbräu Klosterbier,Beverages,6,37.19999885559082,Brazil
10348,1996-11-07,Chai,Beverages,15,215.9999942779541,Germany
10348,1996-11-07,Tunnbröd,Grains/Cereals,25,179.99999523162842,Germany
10349,1996-11-08,Tourtière,Meat/Poultry,24,141.60000228881836,USA
10350,1996-11-11,Valkoinen suklaa,Confections,15,195.0,France
10350,1996-11-11,Gudbrandsdalsost,Dairy Products,18,518.3999862670898,France
10351,1996-11-11,Côte de Blaye,Beverages,20,4216.000061035156,Austria
10351,1996-11-11,Jack's New England Clam Chowder,Seafood,13,100.09999752044678,Austria
10351,1996-11-11,Gula Malacca,Condiments,77,1193.5,Austria
10351,1996-11-11,Louisiana Fiery Hot Pepper Sauce,Condiments,10,167.99999237060547,Austria
10352,1996-11-12,Guaraná Fantástica,Beverages,10,35.999999046325684,Portugal
10352,1996-11-12,Tourtière,Meat/Poultry,20,118.00000190734863,Portugal
10353,1996-11-13,Queso Cabrales,Dairy Products,12,201.59999084472656,Austria
10353,1996-11-13,Côte de Blaye,Beverages,50,10540.00015258789,Austria
10354,1996-11-14,Chai,Beverages,12,172.79999542236328,Mexico
10354,1996-11-14,Thüringer Rostbratwurst,Meat/Poultry,4,396.0,Mexico
10355,1996-11-15,Guaraná Fantástica,Beverages,25,89.99999761581421,UK
10355,1996-11-15,Ravioli Angelo,Grains/Cereals,25,390.00000953674316,UK
10356,1996-11-18,Gorgonzola Telino,Dairy Products,30,300.0,Germany
10356,1996-11-18,Pâté chinois,Meat/Poultry,12,230.40000915527344,Germany
10356,1996-11-18,Gudbrandsdalsost,Dairy Products,20,575.9999847412109,Germany
10357,1996-11-19,Ikura,Seafood,30,743.9999771118164,Venezuela
10357,1996-11-19,Gumbär Gummibärchen,Confections,16,398.3999938964844,Venezuela
10357,1996-11-19,Camembert Pierrot,Dairy Products,8,217.60000610351562,Venezuela
10358,1996-11-20,Guaraná Fantástica,Beverages,10,35.999999046325684,France
10358,1996-11-20,Sasquatch Ale,Beverages,10,111.99999809265137,France
10358,1996-11-20,Inlagd Sill,Seafood,20,303.99999618530273,France
10359,1996-11-21,Pavlova,Confections,56,778.3999786376953,UK
10359,1996-11-21,Gorgonzola Telino,Dairy Products,70,700.0,UK
10359,1996-11-21,Camembert Pierrot,Dairy Products,80,2176.0000610351562,UK
10360,1996-11-22,Rössle Sauerkraut,Produce,30,1092.0000457763672,France
10360,1996-11-22,Thüringer Rostbratwurst,Meat/Poultry,35,3465.0,France
10360,1996-11-22,Côte de Blaye,Beverages,10,2108.000030517578,France
10360,1996-11-22,Maxilaku,Confections,35,560.0,France
10360,1996-11-22,Tourtière,Meat/Poultry,28,165.2000026702881,France
10361,1996-11-22,Chartreuse verte,Beverages,54,777.5999794006348,Germany
10361,1996-11-22,Camembert Pierrot,Dairy Products,55,1496.00004196167,Germany
10362,1996-11-25,NuNuCa Nuß-Nougat-Creme,Confections,50,559.9999904632568,France
10362,1996-11-25,Manjimup Dried Apples,Produce,20,848.0000305175781,France
10362,1996-11-25,Tourtière,Meat/Poultry,24,141.60000228881836,France
10363,1996-11-26,Gorgonzola Telino,Dairy Products,20,200.0,Germany
10363,1996-11-26,Rhönbräu Klosterbier,Beverages,12,74.39999771118164,Germany
10363,1996-11-26,Lakkalikööri,Beverages,12,172.79999542236328,Germany
10364,1996-11-26,Gudbrandsdalsost,Dairy Products,30,863.9999771118164,UK
10364,1996-11-26,Flotemysost,Dairy Products,5,86.00000381469727,UK
10365,1996-11-27,Queso Cabrales,Dairy Products,24,403.1999816894531,Mexico
10366,1996-11-28,Louisiana Fiery Hot Pepper Sauce,Condiments,5,83.99999618530273,Spain
10366,1996-11-28,Original Frankfurter grüne Soße,Condiments,5,51.99999809265137,Spain
10367,1996-11-28,Sasquatch Ale,Beverages,36,403.1999931335449,Denmark
10367,1996-11-28,Tourtière,Meat/Poultry,18,106.20000171661377,Denmark
10367,1996-11-28,Louisiana Fiery Hot Pepper Sauce,Condiments,15,251.9999885559082,Denmark
10367,1996-11-28,Original Frankfurter grüne Soße,Condiments,7,72.79999732971191,Denmark
10368,1996-11-29,Sir Rodney's Scones,Confections,5,40.0,Austria
10368,1996-11-29,Rössle Sauerkraut,Produce,13,473.2000198364258,Austria
10368,1996-11-29,Ravioli Angelo,Grains/Cereals,25,390.00000953674316,Austria
10368,1996-11-29,Wimmers gute Semmelknödel,Grains/Cereals,35,931.0000133514404,Austria
10369,1996-12-02,Thüringer Rostbratwurst,Meat/Poultry,20,1980.0,USA
10369,1996-12-02,Gnocchi di nonna Alice,Grains/Cereals,18,547.1999931335449,USA
10370,1996-12-03,Chai,Beverages,15,215.9999942779541,Switzerland
10370,1996-12-03,Wimmers gute Semmelknödel,Grains/Cereals,30,798.0000114440918,Switzerland
10370,1996-12-03,Longlife Tofu,Produce,20,160.0,Switzerland
10371,1996-12-03,Inlagd Sill,Seafood,6,91.19999885559082,France
10372,1996-12-04,Sir Rodney's Marmalade,Confections,12,777.6000366210938,Brazil
10372,1996-12-04,Côte de Blaye,Beverages,40,8432.000122070312,Brazil
10372,1996-12-04,Camembert Pierrot,Dairy Products,70,1904.0000534057617,Brazil
10372,1996-12-04,Mozzarella di Giovanni,Dairy Products,42,1167.599967956543,Brazil
10373,1996-12-05,Escargots de Bourgogne,Seafood,80,848.0000305175781,Ireland
10373,1996-12-05,Flotemysost,Dairy Products,50,860.0000381469727,Ireland
10374,1996-12-05,Gorgonzola Telino,Dairy Products,30,300.0,Poland
10374,1996-12-05,Escargots de Bourgogne,Seafood,15,159.0000057220459,Poland
10375,1996-12-06,Tofu,Produce,15,279.0000057220459,USA
10375,1996-12-06,Tourtière,Meat/Poultry,10,59.000000953674316,USA
10376,1996-12-09,Gorgonzola Telino,Dairy Products,42,420.0,Canada
10377,1996-12-09,Rössle Sauerkraut,Produce,20,728.0000305175781,UK
10377,1996-12-09,Chartreuse verte,Beverages,20,287.99999237060547,UK
10378,1996-12-10,Flotemysost,Dairy Products,6,103.20000457763672,Sweden
10379,1996-12-11,Jack's New England Clam Chowder,Seafood,8,61.599998474121094,Brazil
10379,1996-12-11,Vegie-spread,Condiments,16,561.5999755859375,Brazil
10379,1996-12-11,Louisiana Fiery Hot Pepper Sauce,Condiments,20,335.99998474121094,Brazil
10380,1996-12-12,Nord-Ost Matjeshering,Seafood,18,372.60001373291016,Ireland
10380,1996-12-12,Perth Pasties,Meat/Poultry,20,524.0000152587891,Ireland
10380,1996-12-12,Camembert Pierrot,Dairy Products,6,163.20000457763672,Ireland
